"species","lat","lon","sitename","date","canopy_cover","uid"
"Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr.",37.11,-119.75,"SJER_SJER_004_40.3.1",2019-04-29,0.5,"faa583b3-56a7-4fe8-a42c-cc694ad03db7"
"Galium aparine L.",37.11,-119.75,"SJER_SJER_004_41.4.1",2019-04-29,1,"65024da2-a79f-4820-96aa-1ec6c28e0f4d"
"Avena barbata Pott ex Link",37.11,-119.75,"SJER_SJER_004_40.1.1",2019-04-29,1,"f477cf9c-c033-40a9-9206-3827dd271390"
"Bromus hordeaceus L.",37.11,-119.75,"SJER_SJER_004_41.4.1",2019-04-29,5,"9442a7d8-a302-44e4-b664-9821d8b54470"
"Bromus diandrus Roth",37.11,-119.75,"SJER_SJER_004_40.3.1",2019-04-29,10,"30533ae0-22ae-40f4-bf95-b74ac6e0b305"
"Lolium perenne L.",37.11,-119.75,"SJER_SJER_004_40.1.1",2019-04-29,0.5,"f8540f8d-aa17-4966-a936-19035f1114a1"
"Poa secunda J. Presl",37.11,-119.75,"SJER_SJER_004_41.4.1",2019-04-29,7,"17c64ed7-8034-4c53-9409-2aff5d29ac44"
"Bromus rubens L.",37.11,-119.75,"SJER_SJER_004_40.1.1",2019-04-29,0.5,"afe43013-bc11-46ae-93f8-b48b0af21856"
"Trifolium microcephalum Pursh",37.11,-119.75,"SJER_SJER_004_40.3.1",2019-04-29,0.5,"1955467f-4fc0-4229-9b97-c7dcaa4d53fa"
"Hypochaeris glabra L.",37.11,-119.75,"SJER_SJER_004_41.4.1",2019-04-29,2,"d87116e4-e536-4215-9709-31e5b01916f1"
"Galium aparine L.",37.11,-119.75,"SJER_SJER_004_40.3.1",2019-04-29,5,"1358382a-3e9d-4c38-83ab-b06739e98724"
"Avena barbata Pott ex Link",37.11,-119.75,"SJER_SJER_004_41.4.1",2019-04-29,1,"08a92965-201e-4fa9-bc86-34e3689e04b3"
"Bromus diandrus Roth",37.11,-119.75,"SJER_SJER_004_40.1.1",2019-04-29,5,"a19c1989-d57b-401d-9667-a863c49872dd"
"Oxalis radicosa A. Rich.",37.11,-119.75,"SJER_SJER_004_40.1.1",2019-04-29,5,"478ffe5e-0790-47ec-9459-0191cd4efa0c"
"Trifolium ciliolatum Benth.",37.11,-119.75,"SJER_SJER_004_40.3.1",2019-04-29,1,"98829558-bfc5-487b-a2a1-a37d6106cc38"
"Carduus pycnocephalus L.",37.11,-119.75,"SJER_SJER_004_41.4.1",2019-04-29,0.5,"50b8900a-d80c-4113-b1cb-721ab4dfe82a"
"Croton setigerus Hook.",37.11,-119.75,"SJER_SJER_004_40.3.1",2019-04-29,0.5,"b7480ee2-de74-42dd-9bbc-aae643e31659"
"Bromus hordeaceus L.",37.11,-119.75,"SJER_SJER_004_40.3.1",2019-04-29,6,"52775cf8-9aab-49cd-9ffe-17bed07add98"
"Bromus hordeaceus L.",37.11,-119.75,"SJER_SJER_004_40.1.1",2019-04-29,25,"51548d5b-dfdc-4192-a8c0-e99fd52c6847"
"Avena barbata Pott ex Link",37.11,-119.75,"SJER_SJER_004_40.3.1",2019-04-29,3,"ea40cfec-8466-4706-90ba-16110f2dad5c"
"Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr.",37.11,-119.75,"SJER_SJER_004_40.1.1",2019-04-29,5,"74da9103-1f6b-4ca4-9dbe-8d34ae5075fb"
"Galium aparine L.",37.11,-119.75,"SJER_SJER_004_40.1.1",2019-04-29,4,"b57c2f23-4e16-4846-9a9b-69308bb3da04"
"Logfia gallica (L.) Coss. & Germ.",37.11,-119.75,"SJER_SJER_004_41.4.1",2019-04-29,4,"3a92baa1-5b15-43e5-bc8d-f29c7b497f5e"
"Bromus diandrus Roth",37.11,-119.75,"SJER_SJER_004_41.4.1",2019-04-29,1,"52bd275b-6213-4a3c-9a22-d72822524d21"
"Daucus pusillus Michx.",37.11,-119.75,"SJER_SJER_004_41.4.1",2019-04-29,0.5,"0997d0a1-1019-4f57-a2f6-38737229d022"
"Oxalis radicosa A. Rich.",37.11,-119.75,"SJER_SJER_004_40.3.1",2019-04-29,1,"6623a11e-b7bc-4769-bd34-325a9330bcc3"
"Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr.",37.11,-119.75,"SJER_SJER_004_41.4.1",2019-04-29,2,"5dd0552f-f8b0-41a4-a962-7dd0c401dd4c"
"Thysanocarpus curvipes Hook.",37.11,-119.75,"SJER_SJER_004_41.4.1",2019-04-29,0.5,"c7dbb9a7-8c58-48a2-bdca-05023a012966"
"Hypochaeris glabra L.",37.11,-119.75,"SJER_SJER_004_40.3.1",2019-04-29,2,"beb90caf-d115-4db5-903e-b09366bdade7"
"Bromus rubens L.",37.11,-119.75,"SJER_SJER_004_41.4.1",2019-04-29,0.5,"b5990983-57ba-4e81-a16d-f88d22d224e6"
"Bromus diandrus Roth",37.11,-119.73,"SJER_SJER_046_31.1.1",2019-04-30,15,"1a88caea-bc8b-4c56-8afc-544149f3c458"
"Erodium botrys (Cav.) Bertol.",37.11,-119.73,"SJER_SJER_046_40.3.1",2019-04-30,5,"ac7170a3-4f59-4e78-b401-a592c2bd98c4"
"Galium aparine L.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,1,"1679b91b-1c8a-4ecb-be53-7a4784368169"
"Bromus hordeaceus L.",37.11,-119.73,"SJER_SJER_046_40.1.1",2019-04-30,15,"7f135c52-9cdb-4a22-86a3-4df9509a4752"
"Carduus pycnocephalus L.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,7,"0d1f3e18-1bfd-4e91-8574-028b7d56ce2a"
"Oxalis radicosa A. Rich.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,8,"88d41e89-801c-48b9-bcb8-eb348cffb0ba"
"Juncus bufonius L.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,1,"055d7586-987f-4773-a0df-ad28ef08a71e"
"Trifolium obtusiflorum Hook. f.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,4,"966e8675-c611-4bc0-a51e-05e5a32fddb2"
"Daucus pusillus Michx.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,0.5,"51632b7a-def0-41fa-ac08-2f6e81a7c34f"
"Carduus pycnocephalus L.",37.11,-119.73,"SJER_SJER_046_40.1.1",2019-04-30,6,"6251891d-75b6-412b-8a71-a371395e35de"
"Trifolium microcephalum Pursh",37.11,-119.73,"SJER_SJER_046_31.1.1",2019-04-30,0.5,"e591ed1e-7236-4761-8cad-827af16e772b"
"Bromus hordeaceus L.",37.11,-119.73,"SJER_SJER_046_40.3.1",2019-04-30,15,"3ec8d9c6-d853-42c0-b83c-edf9afb08e7f"
"Galium parisiense L.",37.11,-119.73,"SJER_SJER_046_31.1.1",2019-04-30,1,"851f58b1-4c5b-4f33-b736-f28ac563b6bb"
"Silene gallica L.",37.11,-119.73,"SJER_SJER_046_40.3.1",2019-04-30,1,"7a9d8615-1e8e-48e4-ac42-a908d4274b5d"
"Carduus pycnocephalus L.",37.11,-119.73,"SJER_SJER_046_31.1.1",2019-04-30,25,"ae5b3746-2896-445c-80e0-20f969ee52ed"
"Hypochaeris glabra L.",37.11,-119.73,"SJER_SJER_046_40.1.1",2019-04-30,1,"f067d84b-b42f-4fd5-84d5-2f9ec0e6eaa6"
"Bromus diandrus Roth",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,1,"13f32d85-06a1-4a16-af5e-a0c4701d2977"
"Bromus hordeaceus L.",37.11,-119.73,"SJER_SJER_046_31.1.1",2019-04-30,5,"0c999a57-cc10-424c-8fd8-9889fcacce95"
"Trifolium willdenovii Spreng.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,13,"acf32be1-8090-4cb3-a488-71d07f5bbc46"
"Hypochaeris glabra L.",37.11,-119.73,"SJER_SJER_046_40.3.1",2019-04-30,7,"a2bfec36-667c-459d-b2f0-600303f19fa2"
"Lolium perenne L.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,2,"cb5de7c0-2365-43dd-8dc0-018e4baae1e3"
"Trifolium microcephalum Pursh",37.11,-119.73,"SJER_SJER_046_40.1.1",2019-04-30,10,"4d8b4d1f-671c-4757-b439-574410483b45"
"Trifolium microcephalum Pursh",37.11,-119.73,"SJER_SJER_046_40.3.1",2019-04-30,0.5,"3bd5210c-4e16-4053-b29f-a48a2c405555"
"Avena barbata Pott ex Link",37.11,-119.73,"SJER_SJER_046_40.3.1",2019-04-30,0.5,"a9e60fec-2ca8-4d2c-b55d-c64b30adde37"
"Bromus hordeaceus L.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,5,"acd80dc4-b1f7-4340-a7ce-c0b0cc589cc1"
"Hordeum murinum L.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,1,"6302dd0c-7168-462b-b3ab-4509a3568ec1"
"Bromus diandrus Roth",37.11,-119.73,"SJER_SJER_046_40.3.1",2019-04-30,2,"3d6f1101-35f9-4c0c-9bad-052059c01845"
"Poa annua L.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,0.5,"81200c32-6627-49ca-be5c-a089f966c4f8"
"Bromus tectorum L.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,0.5,"450ec697-3452-42f8-8f4c-7132d1643d51"
"Cerastium glomeratum Thuill.",37.11,-119.73,"SJER_SJER_046_40.1.1",2019-04-30,2,"e21f469f-74b1-44db-aa5b-5a258892d3ea"
"Avena barbata Pott ex Link",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,0.5,"0647525a-df73-4e53-afcf-a1ac0068d29a"
"Avena barbata Pott ex Link",37.11,-119.73,"SJER_SJER_046_31.1.1",2019-04-30,0.5,"20ba25c4-6149-4ec8-ba67-bf29fee30309"
"Pterostegia drymarioides Fisch. & C.A. Mey.",37.11,-119.73,"SJER_SJER_046_31.1.1",2019-04-30,5,"9991ae21-9a62-4f96-b042-94312f98a21c"
"Aira caryophyllea L.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,1,"923fdc5c-5ce8-4202-9439-8524fd88c0de"
"Silene gallica L.",37.11,-119.73,"SJER_SJER_046_40.1.1",2019-04-30,0.5,"514c3dfd-4789-48e4-b61a-fb741ab9d5ac"
"Logfia gallica (L.) Coss. & Germ.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,0.5,"010abc94-2880-45c5-8bff-f0627d1521e2"
"Geranium molle L.",37.11,-119.73,"SJER_SJER_046_40.3.1",2019-04-30,0.5,"c1c68d4a-bae9-48c7-b93b-580f003bb1e6"
"Trifolium willdenovii Spreng.",37.11,-119.73,"SJER_SJER_046_40.1.1",2019-04-30,0.5,"95b2d444-6e8c-4939-bc71-d543f158b5f2"
"Hordeum murinum L.",37.11,-119.73,"SJER_SJER_046_31.1.1",2019-04-30,3,"f2b32665-dff2-457d-9ba3-8cf19ebca622"
"Briza minor L.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,0.5,"8716ce81-ed13-4a25-b564-9f877fc82f7d"
"Geranium molle L.",37.11,-119.73,"SJER_SJER_046_40.1.1",2019-04-30,0.5,"5ce2d510-143b-4d91-b43a-4771c51c56ee"
"Mimulus guttatus DC.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,4,"2c26b7a5-c3e6-419f-9439-9c45ca7c4270"
"Trifolium microcephalum Pursh",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,1,"af3e4f11-ee17-4e28-98aa-cd26243c61e8"
"Trifolium ciliolatum Benth.",37.11,-119.73,"SJER_SJER_046_40.3.1",2019-04-30,3,"4ac6179d-927a-46c2-9c81-3aceca3063bc"
"Bromus diandrus Roth",37.11,-119.73,"SJER_SJER_046_40.1.1",2019-04-30,45,"1a7c822e-fb1b-454c-a5db-4eccaf62b203"
"Hypochaeris glabra L.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,6,"08e47bdd-eeb4-4ecf-9bcb-ad527d9f897f"
"Lythrum hyssopifolium L.",37.11,-119.75,"SJER_SJER_004_31.1.1",2019-04-30,0.5,"0d97d14f-2c7d-4a54-944e-380e6a741739"
"Hypochaeris glabra L.",37.11,-119.73,"SJER_SJER_046_31.1.1",2019-04-30,2,"f7157fe8-b0ae-44c7-9f6c-78554293a84e"
"Lupinus bicolor Lindl.",37.11,-119.73,"SJER_SJER_046_40.3.1",2019-04-30,0.5,"44ab9d7f-d341-406e-98de-e7a68f76187e"
